date,Alarm Year,Alarm Month,Alarm Day,Major Incident Type,Incident Count,id
28/05/2014,2014,5,28,Public Service Assistance,12,2014-05-28Public Service Assistance
29/05/2014,2014,5,29,False Alarm,37,2014-05-29False Alarm
08/02/2010,2010,2,8,Public Service Assistance,12,2010-02-08Public Service Assistance
29/05/2014,2014,5,29,Fire,2,2014-05-29Fire
29/05/2014,2014,5,29,Hazardous Condition,23,2014-05-29Hazardous Condition
29/05/2014,2014,5,29,Investigation,10,2014-05-29Investigation
29/05/2014,2014,5,29,Medical/Rescue,77,2014-05-29Medical/Rescue
29/05/2014,2014,5,29,Public Service Assistance,17,2014-05-29Public Service Assistance
30/05/2014,2014,5,30,False Alarm,24,2014-05-30False Alarm
30/05/2014,2014,5,30,Fire,5,2014-05-30Fire
30/05/2014,2014,5,30,Hazardous Condition,22,2014-05-30Hazardous Condition
30/05/2014,2014,5,30,Investigation,24,2014-05-30Investigation
30/05/2014,2014,5,30,Medical/Rescue,88,2014-05-30Medical/Rescue
30/05/2014,2014,5,30,Public Service Assistance,15,2014-05-30Public Service Assistance
31/05/2014,2014,5,31,False Alarm,22,2014-05-31False Alarm
31/05/2014,2014,5,31,Fire,5,2014-05-31Fire
31/05/2014,2014,5,31,Hazardous Condition,19,2014-05-31Hazardous Condition
31/05/2014,2014,5,31,Investigation,26,2014-05-31Investigation
31/05/2014,2014,5,31,Medical/Rescue,76,2014-05-31Medical/Rescue
31/05/2014,2014,5,31,Public Service Assistance,23,2014-05-31Public Service Assistance
01/06/2014,2014,6,1,False Alarm,19,2014-06-01False Alarm
01/06/2014,2014,6,1,Fire,3,2014-06-01Fire
01/06/2014,2014,6,1,Hazardous Condition,16,2014-06-01Hazardous Condition
01/06/2014,2014,6,1,Investigation,14,2014-06-01Investigation
01/06/2014,2014,6,1,Medical/Rescue,87,2014-06-01Medical/Rescue
01/06/2014,2014,6,1,Public Service Assistance,25,2014-06-01Public Service Assistance
02/06/2014,2014,6,2,False Alarm,15,2014-06-02False Alarm
02/06/2014,2014,6,2,Fire,6,2014-06-02Fire
02/06/2014,2014,6,2,Hazardous Condition,21,2014-06-02Hazardous Condition
02/06/2014,2014,6,2,Investigation,6,2014-06-02Investigation
02/06/2014,2014,6,2,Medical/Rescue,81,2014-06-02Medical/Rescue
02/06/2014,2014,6,2,Public Service Assistance,20,2014-06-02Public Service Assistance
03/06/2014,2014,6,3,False Alarm,10,2014-06-03False Alarm
03/06/2014,2014,6,3,Fire,4,2014-06-03Fire
03/06/2014,2014,6,3,Hazardous Condition,23,2014-06-03Hazardous Condition
03/06/2014,2014,6,3,Investigation,20,2014-06-03Investigation
03/06/2014,2014,6,3,Medical/Rescue,83,2014-06-03Medical/Rescue
03/06/2014,2014,6,3,Public Service Assistance,19,2014-06-03Public Service Assistance
04/06/2014,2014,6,4,False Alarm,20,2014-06-04False Alarm
04/06/2014,2014,6,4,Fire,10,2014-06-04Fire
04/06/2014,2014,6,4,Hazardous Condition,29,2014-06-04Hazardous Condition
04/06/2014,2014,6,4,Investigation,19,2014-06-04Investigation
04/06/2014,2014,6,4,Medical/Rescue,94,2014-06-04Medical/Rescue
04/06/2014,2014,6,4,Public Service Assistance,14,2014-06-04Public Service Assistance
04/06/2014,2014,6,4,Severe Weather,1,2014-06-04Severe Weather
05/06/2014,2014,6,5,False Alarm,22,2014-06-05False Alarm
05/06/2014,2014,6,5,Hazardous Condition,17,2014-06-05Hazardous Condition
05/06/2014,2014,6,5,Investigation,10,2014-06-05Investigation
05/06/2014,2014,6,5,Medical/Rescue,92,2014-06-05Medical/Rescue
05/06/2014,2014,6,5,Public Service Assistance,10,2014-06-05Public Service Assistance
05/06/2014,2014,6,5,Severe Weather,1,2014-06-05Severe Weather
06/06/2014,2014,6,6,False Alarm,24,2014-06-06False Alarm
06/06/2014,2014,6,6,Hazardous Condition,26,2014-06-06Hazardous Condition
06/06/2014,2014,6,6,Investigation,19,2014-06-06Investigation
06/06/2014,2014,6,6,Medical/Rescue,96,2014-06-06Medical/Rescue
06/06/2014,2014,6,6,Public Service Assistance,15,2014-06-06Public Service Assistance
07/06/2014,2014,6,7,False Alarm,25,2014-06-07False Alarm
07/06/2014,2014,6,7,Investigation,10,2014-06-07Investigation
07/06/2014,2014,6,7,Medical/Rescue,84,2014-06-07Medical/Rescue
07/06/2014,2014,6,7,Public Service Assistance,18,2014-06-07Public Service Assistance
08/06/2014,2014,6,8,False Alarm,15,2014-06-08False Alarm
08/06/2014,2014,6,8,Fire,7,2014-06-08Fire
08/06/2014,2014,6,8,Hazardous Condition,21,2014-06-08Hazardous Condition
08/06/2014,2014,6,8,Investigation,10,2014-06-08Investigation
08/06/2014,2014,6,8,Medical/Rescue,94,2014-06-08Medical/Rescue
08/06/2014,2014,6,8,Public Service Assistance,20,2014-06-08Public Service Assistance
09/06/2014,2014,6,9,False Alarm,23,2014-06-09False Alarm
09/06/2014,2014,6,9,Fire,5,2014-06-09Fire
09/06/2014,2014,6,9,Hazardous Condition,17,2014-06-09Hazardous Condition
09/06/2014,2014,6,9,Investigation,12,2014-06-09Investigation
09/06/2014,2014,6,9,Medical/Rescue,79,2014-06-09Medical/Rescue
09/06/2014,2014,6,9,Public Service Assistance,11,2014-06-09Public Service Assistance
10/06/2014,2014,6,10,False Alarm,26,2014-06-10False Alarm
10/06/2014,2014,6,10,Fire,6,2014-06-10Fire
10/06/2014,2014,6,10,Hazardous Condition,26,2014-06-10Hazardous Condition
10/06/2014,2014,6,10,Investigation,12,2014-06-10Investigation
10/06/2014,2014,6,10,Medical/Rescue,81,2014-06-10Medical/Rescue
10/06/2014,2014,6,10,Public Service Assistance,14,2014-06-10Public Service Assistance
11/06/2014,2014,6,11,False Alarm,23,2014-06-11False Alarm
11/06/2014,2014,6,11,Fire,10,2014-06-11Fire
09/02/2010,2010,2,9,False Alarm,21,2010-02-09False Alarm
11/06/2014,2014,6,11,Hazardous Condition,29,2014-06-11Hazardous Condition
11/06/2014,2014,6,11,Investigation,18,2014-06-11Investigation
11/06/2014,2014,6,11,Medical/Rescue,77,2014-06-11Medical/Rescue
11/06/2014,2014,6,11,Public Service Assistance,11,2014-06-11Public Service Assistance
11/06/2014,2014,6,11,Rupture/Explosion,2,2014-06-11Rupture/Explosion
12/06/2014,2014,6,12,False Alarm,21,2014-06-12False Alarm
12/06/2014,2014,6,12,Fire,11,2014-06-12Fire
12/06/2014,2014,6,12,Hazardous Condition,20,2014-06-12Hazardous Condition
12/06/2014,2014,6,12,Investigation,10,2014-06-12Investigation
12/06/2014,2014,6,12,Medical/Rescue,76,2014-06-12Medical/Rescue
12/06/2014,2014,6,12,Public Service Assistance,5,2014-06-12Public Service Assistance
13/06/2014,2014,6,13,False Alarm,18,2014-06-13False Alarm
13/06/2014,2014,6,13,Fire,5,2014-06-13Fire
13/06/2014,2014,6,13,Hazardous Condition,23,2014-06-13Hazardous Condition
13/06/2014,2014,6,13,Investigation,14,2014-06-13Investigation
13/06/2014,2014,6,13,Medical/Rescue,71,2014-06-13Medical/Rescue
13/06/2014,2014,6,13,Public Service Assistance,6,2014-06-13Public Service Assistance
14/06/2014,2014,6,14,False Alarm,20,2014-06-14False Alarm
14/06/2014,2014,6,14,Fire,3,2014-06-14Fire
14/06/2014,2014,6,14,Hazardous Condition,23,2014-06-14Hazardous Condition
14/06/2014,2014,6,14,Investigation,15,2014-06-14Investigation
14/06/2014,2014,6,14,Medical/Rescue,87,2014-06-14Medical/Rescue
14/06/2014,2014,6,14,Public Service Assistance,18,2014-06-14Public Service Assistance
15/06/2014,2014,6,15,False Alarm,19,2014-06-15False Alarm
15/06/2014,2014,6,15,Fire,5,2014-06-15Fire
15/06/2014,2014,6,15,Hazardous Condition,18,2014-06-15Hazardous Condition
15/06/2014,2014,6,15,Investigation,10,2014-06-15Investigation
15/06/2014,2014,6,15,Medical/Rescue,79,2014-06-15Medical/Rescue
15/06/2014,2014,6,15,Public Service Assistance,12,2014-06-15Public Service Assistance
16/06/2014,2014,6,16,False Alarm,21,2014-06-16False Alarm
16/06/2014,2014,6,16,Fire,5,2014-06-16Fire
16/06/2014,2014,6,16,Hazardous Condition,20,2014-06-16Hazardous Condition
16/06/2014,2014,6,16,Investigation,10,2014-06-16Investigation
16/06/2014,2014,6,16,Medical/Rescue,74,2014-06-16Medical/Rescue
16/06/2014,2014,6,16,Public Service Assistance,11,2014-06-16Public Service Assistance
24/06/2014,2014,6,24,Fire,3,2014-06-24Fire
17/06/2014,2014,6,17,False Alarm,19,2014-06-17False Alarm
17/06/2014,2014,6,17,Fire,4,2014-06-17Fire
17/06/2014,2014,6,17,Hazardous Condition,20,2014-06-17Hazardous Condition
17/06/2014,2014,6,17,Investigation,11,2014-06-17Investigation
17/06/2014,2014,6,17,Medical/Rescue,77,2014-06-17Medical/Rescue
17/06/2014,2014,6,17,Public Service Assistance,10,2014-06-17Public Service Assistance
18/06/2014,2014,6,18,False Alarm,23,2014-06-18False Alarm
18/06/2014,2014,6,18,Hazardous Condition,24,2014-06-18Hazardous Condition
18/06/2014,2014,6,18,Investigation,10,2014-06-18Investigation
18/06/2014,2014,6,18,Public Service Assistance,9,2014-06-18Public Service Assistance
18/06/2014,2014,6,18,Severe Weather,1,2014-06-18Severe Weather
19/06/2014,2014,6,19,False Alarm,35,2014-06-19False Alarm
19/06/2014,2014,6,19,Fire,6,2014-06-19Fire
19/06/2014,2014,6,19,Hazardous Condition,29,2014-06-19Hazardous Condition
19/06/2014,2014,6,19,Investigation,13,2014-06-19Investigation
19/06/2014,2014,6,19,Medical/Rescue,85,2014-06-19Medical/Rescue
19/06/2014,2014,6,19,Public Service Assistance,18,2014-06-19Public Service Assistance
20/06/2014,2014,6,20,False Alarm,27,2014-06-20False Alarm
20/06/2014,2014,6,20,Fire,4,2014-06-20Fire
20/06/2014,2014,6,20,Hazardous Condition,40,2014-06-20Hazardous Condition
20/06/2014,2014,6,20,Investigation,12,2014-06-20Investigation
20/06/2014,2014,6,20,Medical/Rescue,94,2014-06-20Medical/Rescue
20/06/2014,2014,6,20,Public Service Assistance,15,2014-06-20Public Service Assistance
20/06/2014,2014,6,20,Severe Weather,3,2014-06-20Severe Weather
21/06/2014,2014,6,21,False Alarm,18,2014-06-21False Alarm
21/06/2014,2014,6,21,Fire,4,2014-06-21Fire
21/06/2014,2014,6,21,Hazardous Condition,19,2014-06-21Hazardous Condition
21/06/2014,2014,6,21,Investigation,20,2014-06-21Investigation
21/06/2014,2014,6,21,Medical/Rescue,79,2014-06-21Medical/Rescue
21/06/2014,2014,6,21,Public Service Assistance,17,2014-06-21Public Service Assistance
22/06/2014,2014,6,22,False Alarm,18,2014-06-22False Alarm
22/06/2014,2014,6,22,Fire,3,2014-06-22Fire
22/06/2014,2014,6,22,Hazardous Condition,21,2014-06-22Hazardous Condition
22/06/2014,2014,6,22,Investigation,22,2014-06-22Investigation
22/06/2014,2014,6,22,Medical/Rescue,87,2014-06-22Medical/Rescue
22/06/2014,2014,6,22,Public Service Assistance,19,2014-06-22Public Service Assistance
23/06/2014,2014,6,23,False Alarm,24,2014-06-23False Alarm
23/06/2014,2014,6,23,Fire,5,2014-06-23Fire
23/06/2014,2014,6,23,Hazardous Condition,30,2014-06-23Hazardous Condition
23/06/2014,2014,6,23,Investigation,13,2014-06-23Investigation
23/06/2014,2014,6,23,Medical/Rescue,93,2014-06-23Medical/Rescue
23/06/2014,2014,6,23,Public Service Assistance,7,2014-06-23Public Service Assistance
24/06/2014,2014,6,24,False Alarm,21,2014-06-24False Alarm
24/06/2014,2014,6,24,Hazardous Condition,27,2014-06-24Hazardous Condition
24/06/2014,2014,6,24,Investigation,10,2014-06-24Investigation
24/06/2014,2014,6,24,Medical/Rescue,71,2014-06-24Medical/Rescue
24/06/2014,2014,6,24,Public Service Assistance,7,2014-06-24Public Service Assistance
25/06/2014,2014,6,25,False Alarm,27,2014-06-25False Alarm
25/06/2014,2014,6,25,Fire,5,2014-06-25Fire
25/06/2014,2014,6,25,Hazardous Condition,18,2014-06-25Hazardous Condition
25/06/2014,2014,6,25,Investigation,16,2014-06-25Investigation
25/06/2014,2014,6,25,Medical/Rescue,90,2014-06-25Medical/Rescue
25/06/2014,2014,6,25,Public Service Assistance,11,2014-06-25Public Service Assistance
26/06/2014,2014,6,26,False Alarm,24,2014-06-26False Alarm
26/06/2014,2014,6,26,Fire,4,2014-06-26Fire
26/06/2014,2014,6,26,Hazardous Condition,31,2014-06-26Hazardous Condition
26/06/2014,2014,6,26,Investigation,11,2014-06-26Investigation
26/06/2014,2014,6,26,Medical/Rescue,92,2014-06-26Medical/Rescue
26/06/2014,2014,6,26,Public Service Assistance,12,2014-06-26Public Service Assistance
27/06/2014,2014,6,27,False Alarm,16,2014-06-27False Alarm
27/06/2014,2014,6,27,Hazardous Condition,27,2014-06-27Hazardous Condition
27/06/2014,2014,6,27,Investigation,15,2014-06-27Investigation
27/06/2014,2014,6,27,Medical/Rescue,114,2014-06-27Medical/Rescue
27/06/2014,2014,6,27,Public Service Assistance,13,2014-06-27Public Service Assistance
28/06/2014,2014,6,28,False Alarm,26,2014-06-28False Alarm
28/06/2014,2014,6,28,Fire,8,2014-06-28Fire
28/06/2014,2014,6,28,Hazardous Condition,20,2014-06-28Hazardous Condition
28/06/2014,2014,6,28,Investigation,17,2014-06-28Investigation
28/06/2014,2014,6,28,Medical/Rescue,84,2014-06-28Medical/Rescue
28/06/2014,2014,6,28,Public Service Assistance,18,2014-06-28Public Service Assistance
29/06/2014,2014,6,29,False Alarm,27,2014-06-29False Alarm
29/06/2014,2014,6,29,Fire,2,2014-06-29Fire
29/06/2014,2014,6,29,Hazardous Condition,17,2014-06-29Hazardous Condition
29/06/2014,2014,6,29,Investigation,10,2014-06-29Investigation
29/06/2014,2014,6,29,Medical/Rescue,77,2014-06-29Medical/Rescue
29/06/2014,2014,6,29,Public Service Assistance,11,2014-06-29Public Service Assistance
29/06/2014,2014,6,29,Severe Weather,1,2014-06-29Severe Weather
30/06/2014,2014,6,30,False Alarm,17,2014-06-30False Alarm
30/06/2014,2014,6,30,Fire,8,2014-06-30Fire
30/06/2014,2014,6,30,Hazardous Condition,17,2014-06-30Hazardous Condition
21/01/2010,2010,1,21,False Alarm,18,2010-01-21False Alarm
21/01/2010,2010,1,21,Fire,4,2010-01-21Fire
30/06/2014,2014,6,30,Investigation,16,2014-06-30Investigation
30/06/2014,2014,6,30,Medical/Rescue,90,2014-06-30Medical/Rescue
30/06/2014,2014,6,30,Public Service Assistance,13,2014-06-30Public Service Assistance
01/07/2014,2014,7,1,False Alarm,13,2014-07-01False Alarm
01/07/2014,2014,7,1,Hazardous Condition,18,2014-07-01Hazardous Condition
01/07/2014,2014,7,1,Investigation,10,2014-07-01Investigation
01/07/2014,2014,7,1,Medical/Rescue,72,2014-07-01Medical/Rescue
01/07/2014,2014,7,1,Public Service Assistance,12,2014-07-01Public Service Assistance
02/07/2014,2014,7,2,False Alarm,27,2014-07-02False Alarm
02/07/2014,2014,7,2,Fire,3,2014-07-02Fire
02/07/2014,2014,7,2,Hazardous Condition,26,2014-07-02Hazardous Condition
02/07/2014,2014,7,2,Investigation,22,2014-07-02Investigation
02/07/2014,2014,7,2,Medical/Rescue,95,2014-07-02Medical/Rescue
02/07/2014,2014,7,2,Public Service Assistance,14,2014-07-02Public Service Assistance
03/07/2014,2014,7,3,False Alarm,28,2014-07-03False Alarm
03/07/2014,2014,7,3,Fire,5,2014-07-03Fire
03/07/2014,2014,7,3,Hazardous Condition,28,2014-07-03Hazardous Condition
03/07/2014,2014,7,3,Investigation,15,2014-07-03Investigation
03/07/2014,2014,7,3,Medical/Rescue,81,2014-07-03Medical/Rescue
03/07/2014,2014,7,3,Public Service Assistance,14,2014-07-03Public Service Assistance
04/07/2014,2014,7,4,False Alarm,24,2014-07-04False Alarm
04/07/2014,2014,7,4,Fire,10,2014-07-04Fire
04/07/2014,2014,7,4,Hazardous Condition,30,2014-07-04Hazardous Condition
04/07/2014,2014,7,4,Investigation,16,2014-07-04Investigation
04/07/2014,2014,7,4,Medical/Rescue,86,2014-07-04Medical/Rescue
04/07/2014,2014,7,4,Public Service Assistance,14,2014-07-04Public Service Assistance
05/07/2014,2014,7,5,False Alarm,15,2014-07-05False Alarm
05/07/2014,2014,7,5,Fire,7,2014-07-05Fire
05/07/2014,2014,7,5,Hazardous Condition,19,2014-07-05Hazardous Condition
05/07/2014,2014,7,5,Investigation,16,2014-07-05Investigation
05/07/2014,2014,7,5,Medical/Rescue,88,2014-07-05Medical/Rescue
05/07/2014,2014,7,5,Public Service Assistance,27,2014-07-05Public Service Assistance
06/07/2014,2014,7,6,False Alarm,19,2014-07-06False Alarm
17/07/2014,2014,7,17,Fire,2,2014-07-17Fire
01/02/2010,2010,2,1,Investigation,12,2010-02-01Investigation
09/02/2010,2010,2,9,Fire,4,2010-02-09Fire
06/07/2014,2014,7,6,Fire,4,2014-07-06Fire
06/07/2014,2014,7,6,Hazardous Condition,19,2014-07-06Hazardous Condition
06/07/2014,2014,7,6,Investigation,21,2014-07-06Investigation
06/07/2014,2014,7,6,Medical/Rescue,85,2014-07-06Medical/Rescue
06/07/2014,2014,7,6,Public Service Assistance,17,2014-07-06Public Service Assistance
07/07/2014,2014,7,7,False Alarm,24,2014-07-07False Alarm
07/07/2014,2014,7,7,Fire,4,2014-07-07Fire
07/07/2014,2014,7,7,Hazardous Condition,19,2014-07-07Hazardous Condition
07/07/2014,2014,7,7,Investigation,17,2014-07-07Investigation
07/07/2014,2014,7,7,Medical/Rescue,100,2014-07-07Medical/Rescue
07/07/2014,2014,7,7,Public Service Assistance,14,2014-07-07Public Service Assistance
08/07/2014,2014,7,8,False Alarm,26,2014-07-08False Alarm
08/07/2014,2014,7,8,Fire,6,2014-07-08Fire
08/07/2014,2014,7,8,Hazardous Condition,33,2014-07-08Hazardous Condition
08/07/2014,2014,7,8,Investigation,18,2014-07-08Investigation
08/07/2014,2014,7,8,Medical/Rescue,73,2014-07-08Medical/Rescue
08/07/2014,2014,7,8,Public Service Assistance,14,2014-07-08Public Service Assistance
09/07/2014,2014,7,9,False Alarm,38,2014-07-09False Alarm
09/07/2014,2014,7,9,Fire,5,2014-07-09Fire
09/07/2014,2014,7,9,Hazardous Condition,33,2014-07-09Hazardous Condition
09/07/2014,2014,7,9,Investigation,25,2014-07-09Investigation
09/07/2014,2014,7,9,Medical/Rescue,90,2014-07-09Medical/Rescue
09/07/2014,2014,7,9,Public Service Assistance,19,2014-07-09Public Service Assistance
10/07/2014,2014,7,10,False Alarm,23,2014-07-10False Alarm
10/07/2014,2014,7,10,Fire,5,2014-07-10Fire
10/07/2014,2014,7,10,Hazardous Condition,25,2014-07-10Hazardous Condition
10/07/2014,2014,7,10,Investigation,9,2014-07-10Investigation
10/07/2014,2014,7,10,Medical/Rescue,91,2014-07-10Medical/Rescue
10/07/2014,2014,7,10,Public Service Assistance,11,2014-07-10Public Service Assistance
11/07/2014,2014,7,11,False Alarm,22,2014-07-11False Alarm
11/07/2014,2014,7,11,Fire,5,2014-07-11Fire
11/07/2014,2014,7,11,Hazardous Condition,17,2014-07-11Hazardous Condition
11/07/2014,2014,7,11,Investigation,17,2014-07-11Investigation
23/07/2014,2014,7,23,Investigation,18,2014-07-23Investigation
11/07/2014,2014,7,11,Medical/Rescue,80,2014-07-11Medical/Rescue
11/07/2014,2014,7,11,Public Service Assistance,16,2014-07-11Public Service Assistance
11/07/2014,2014,7,11,Rupture/Explosion,1,2014-07-11Rupture/Explosion
12/07/2014,2014,7,12,False Alarm,21,2014-07-12False Alarm
12/07/2014,2014,7,12,Fire,9,2014-07-12Fire
12/07/2014,2014,7,12,Hazardous Condition,24,2014-07-12Hazardous Condition
12/07/2014,2014,7,12,Investigation,21,2014-07-12Investigation
12/07/2014,2014,7,12,Medical/Rescue,93,2014-07-12Medical/Rescue
12/07/2014,2014,7,12,Public Service Assistance,23,2014-07-12Public Service Assistance
13/07/2014,2014,7,13,False Alarm,17,2014-07-13False Alarm
13/07/2014,2014,7,13,Hazardous Condition,19,2014-07-13Hazardous Condition
13/07/2014,2014,7,13,Investigation,15,2014-07-13Investigation
13/07/2014,2014,7,13,Medical/Rescue,110,2014-07-13Medical/Rescue
13/07/2014,2014,7,13,Public Service Assistance,16,2014-07-13Public Service Assistance
14/07/2014,2014,7,14,False Alarm,15,2014-07-14False Alarm
14/07/2014,2014,7,14,Hazardous Condition,24,2014-07-14Hazardous Condition
14/07/2014,2014,7,14,Investigation,14,2014-07-14Investigation
14/07/2014,2014,7,14,Medical/Rescue,78,2014-07-14Medical/Rescue
14/07/2014,2014,7,14,Public Service Assistance,11,2014-07-14Public Service Assistance
15/07/2014,2014,7,15,False Alarm,19,2014-07-15False Alarm
15/07/2014,2014,7,15,Fire,7,2014-07-15Fire
15/07/2014,2014,7,15,Hazardous Condition,34,2014-07-15Hazardous Condition
15/07/2014,2014,7,15,Investigation,18,2014-07-15Investigation
15/07/2014,2014,7,15,Medical/Rescue,68,2014-07-15Medical/Rescue
15/07/2014,2014,7,15,Public Service Assistance,12,2014-07-15Public Service Assistance
16/07/2014,2014,7,16,False Alarm,15,2014-07-16False Alarm
16/07/2014,2014,7,16,Fire,5,2014-07-16Fire
16/07/2014,2014,7,16,Hazardous Condition,31,2014-07-16Hazardous Condition
16/07/2014,2014,7,16,Medical/Rescue,81,2014-07-16Medical/Rescue
16/07/2014,2014,7,16,Public Service Assistance,20,2014-07-16Public Service Assistance
17/07/2014,2014,7,17,False Alarm,21,2014-07-17False Alarm
17/07/2014,2014,7,17,Hazardous Condition,38,2014-07-17Hazardous Condition
17/07/2014,2014,7,17,Investigation,18,2014-07-17Investigation
17/07/2014,2014,7,17,Medical/Rescue,65,2014-07-17Medical/Rescue
17/07/2014,2014,7,17,Public Service Assistance,14,2014-07-17Public Service Assistance
18/07/2014,2014,7,18,False Alarm,22,2014-07-18False Alarm
18/07/2014,2014,7,18,Fire,3,2014-07-18Fire
18/07/2014,2014,7,18,Hazardous Condition,20,2014-07-18Hazardous Condition
18/07/2014,2014,7,18,Investigation,18,2014-07-18Investigation
18/07/2014,2014,7,18,Medical/Rescue,84,2014-07-18Medical/Rescue
18/07/2014,2014,7,18,Public Service Assistance,15,2014-07-18Public Service Assistance
19/07/2014,2014,7,19,False Alarm,20,2014-07-19False Alarm
19/07/2014,2014,7,19,Fire,5,2014-07-19Fire
19/07/2014,2014,7,19,Hazardous Condition,25,2014-07-19Hazardous Condition
19/07/2014,2014,7,19,Investigation,13,2014-07-19Investigation
19/07/2014,2014,7,19,Medical/Rescue,77,2014-07-19Medical/Rescue
19/07/2014,2014,7,19,Public Service Assistance,15,2014-07-19Public Service Assistance
20/07/2014,2014,7,20,False Alarm,21,2014-07-20False Alarm
20/07/2014,2014,7,20,Fire,3,2014-07-20Fire
20/07/2014,2014,7,20,Hazardous Condition,18,2014-07-20Hazardous Condition
20/07/2014,2014,7,20,Investigation,14,2014-07-20Investigation
20/07/2014,2014,7,20,Medical/Rescue,70,2014-07-20Medical/Rescue
20/07/2014,2014,7,20,Public Service Assistance,6,2014-07-20Public Service Assistance
21/07/2014,2014,7,21,False Alarm,19,2014-07-21False Alarm
21/07/2014,2014,7,21,Fire,2,2014-07-21Fire
21/07/2014,2014,7,21,Hazardous Condition,11,2014-07-21Hazardous Condition
21/07/2014,2014,7,21,Investigation,12,2014-07-21Investigation
21/07/2014,2014,7,21,Medical/Rescue,82,2014-07-21Medical/Rescue
21/07/2014,2014,7,21,Public Service Assistance,13,2014-07-21Public Service Assistance
22/07/2014,2014,7,22,False Alarm,18,2014-07-22False Alarm
22/07/2014,2014,7,22,Hazardous Condition,17,2014-07-22Hazardous Condition
22/07/2014,2014,7,22,Investigation,14,2014-07-22Investigation
22/07/2014,2014,7,22,Medical/Rescue,78,2014-07-22Medical/Rescue
22/07/2014,2014,7,22,Public Service Assistance,16,2014-07-22Public Service Assistance
23/07/2014,2014,7,23,Fire,8,2014-07-23Fire
23/07/2014,2014,7,23,Hazardous Condition,30,2014-07-23Hazardous Condition
23/07/2014,2014,7,23,Medical/Rescue,76,2014-07-23Medical/Rescue
23/07/2014,2014,7,23,Public Service Assistance,16,2014-07-23Public Service Assistance
24/07/2014,2014,7,24,False Alarm,28,2014-07-24False Alarm
24/07/2014,2014,7,24,Hazardous Condition,30,2014-07-24Hazardous Condition
24/07/2014,2014,7,24,Investigation,6,2014-07-24Investigation
24/07/2014,2014,7,24,Medical/Rescue,76,2014-07-24Medical/Rescue
24/07/2014,2014,7,24,Public Service Assistance,11,2014-07-24Public Service Assistance
24/07/2014,2014,7,24,Severe Weather,2,2014-07-24Severe Weather
25/07/2014,2014,7,25,False Alarm,28,2014-07-25False Alarm
25/07/2014,2014,7,25,Fire,7,2014-07-25Fire
25/07/2014,2014,7,25,Hazardous Condition,15,2014-07-25Hazardous Condition
25/07/2014,2014,7,25,Investigation,10,2014-07-25Investigation
25/07/2014,2014,7,25,Medical/Rescue,74,2014-07-25Medical/Rescue
25/07/2014,2014,7,25,Public Service Assistance,19,2014-07-25Public Service Assistance
26/07/2014,2014,7,26,False Alarm,21,2014-07-26False Alarm
26/07/2014,2014,7,26,Fire,4,2014-07-26Fire
26/07/2014,2014,7,26,Hazardous Condition,23,2014-07-26Hazardous Condition
26/07/2014,2014,7,26,Medical/Rescue,92,2014-07-26Medical/Rescue
26/07/2014,2014,7,26,Public Service Assistance,10,2014-07-26Public Service Assistance
27/07/2014,2014,7,27,Fire,15,2014-07-27Fire
27/07/2014,2014,7,27,Hazardous Condition,26,2014-07-27Hazardous Condition
27/07/2014,2014,7,27,Investigation,16,2014-07-27Investigation
27/07/2014,2014,7,27,Medical/Rescue,78,2014-07-27Medical/Rescue
27/07/2014,2014,7,27,Public Service Assistance,11,2014-07-27Public Service Assistance
28/07/2014,2014,7,28,False Alarm,19,2014-07-28False Alarm
28/07/2014,2014,7,28,Fire,5,2014-07-28Fire
28/07/2014,2014,7,28,Hazardous Condition,26,2014-07-28Hazardous Condition
28/07/2014,2014,7,28,Investigation,9,2014-07-28Investigation
28/07/2014,2014,7,28,Medical/Rescue,81,2014-07-28Medical/Rescue
28/07/2014,2014,7,28,Public Service Assistance,15,2014-07-28Public Service Assistance
29/07/2014,2014,7,29,False Alarm,17,2014-07-29False Alarm
29/07/2014,2014,7,29,Fire,8,2014-07-29Fire
29/07/2014,2014,7,29,Hazardous Condition,31,2014-07-29Hazardous Condition
29/07/2014,2014,7,29,Investigation,13,2014-07-29Investigation
29/07/2014,2014,7,29,Medical/Rescue,78,2014-07-29Medical/Rescue
29/07/2014,2014,7,29,Public Service Assistance,19,2014-07-29Public Service Assistance
30/07/2014,2014,7,30,Fire,13,2014-07-30Fire
30/07/2014,2014,7,30,Hazardous Condition,26,2014-07-30Hazardous Condition
30/07/2014,2014,7,30,Investigation,19,2014-07-30Investigation
30/07/2014,2014,7,30,Medical/Rescue,89,2014-07-30Medical/Rescue
30/07/2014,2014,7,30,Public Service Assistance,28,2014-07-30Public Service Assistance
31/07/2014,2014,7,31,False Alarm,22,2014-07-31False Alarm
31/07/2014,2014,7,31,Fire,10,2014-07-31Fire
31/07/2014,2014,7,31,Hazardous Condition,36,2014-07-31Hazardous Condition
31/07/2014,2014,7,31,Investigation,22,2014-07-31Investigation
31/07/2014,2014,7,31,Medical/Rescue,83,2014-07-31Medical/Rescue
31/07/2014,2014,7,31,Public Service Assistance,14,2014-07-31Public Service Assistance
01/08/2014,2014,8,1,False Alarm,25,2014-08-01False Alarm
01/08/2014,2014,8,1,Fire,1,2014-08-01Fire
01/08/2014,2014,8,1,Hazardous Condition,26,2014-08-01Hazardous Condition
01/08/2014,2014,8,1,Investigation,12,2014-08-01Investigation
